date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:00	313302/313302	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:02%20GMT	https://www.facebook.com/privacy/center/?entry_point=facebook_page_footer	facebook_clone/www.facebook.com/privacy/center/index6f75.html	(from https://www.facebook.com/login)
15:12:01	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:03%20GMT	https://www.facebook.com/policies?ref=pf	facebook_clone/www.facebook.com/policies30c2	(from https://www.facebook.com/login)
15:12:02	1562749/1562749	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:02%20GMT	https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer	facebook_clone/www.facebook.com/privacy/policy/index6f75.html	(from https://www.facebook.com/login)
15:12:02	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:04%20GMT	https://www.facebook.com/careers/?ref=pf	facebook_clone/www.facebook.com/careers/index30c2.html	(from https://www.facebook.com/login)
15:12:02	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:04%20GMT	https://www.facebook.com/policies/cookies/	facebook_clone/www.facebook.com/policies/cookies/index.html	(from https://www.facebook.com/login)
15:12:02	69120/69120	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:04%20GMT	https://www.facebook.com/pages/create/?ref_type=site_footer	facebook_clone/www.facebook.com/pages/create/index30bf.html	(from https://www.facebook.com/login)
15:12:04	1285786/1285786	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:05%20GMT	https://www.facebook.com/help/637205020878504	facebook_clone/www.facebook.com/help/637205020878504.html	(from https://www.facebook.com/login)
15:12:04	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:06%20GMT	https://www.facebook.com/settings	facebook_clone/www.facebook.com/settings	(from https://www.facebook.com/login)
15:12:04	610658/610658	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:06%20GMT	https://www.facebook.com/policies_center/	facebook_clone/www.facebook.com/policies_center/index.html	(from https://www.facebook.com/login)
15:12:05	1178261/1178261	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:06%20GMT	https://www.facebook.com/help/?ref=pf	facebook_clone/www.facebook.com/help/index30c2.html	(from https://www.facebook.com/login)
15:12:06	60276/60276	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:07%20GMT	https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Fsettings	facebook_clone/www.facebook.com/login6d9d.html	(from https://www.facebook.com/login)
15:12:07	60659/60659	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:08%20GMT	https://www.facebook.com/allactivity?privacy_source=activity_log_top_menu	facebook_clone/www.facebook.com/allactivity99e1.html	(from https://www.facebook.com/login)
15:12:07	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:09%20GMT	https://facebook.com/security/hsts-pixel.gif?c=3.2.5	facebook_clone/facebook.com/security/hsts-pixel.b88fa.delayed	(from https://www.facebook.com/login)
15:12:09	313195/313195	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:10%20GMT	https://www.facebook.com/kadNVS	facebook_clone/www.facebook.com/kadNVS.html	(from https://www.facebook.com/login)
15:12:09	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:11%20GMT	https://www.facebook.com/ad_campaign/landing.php?placement=pflo&campaign_id=402047449186&nav_source=unknown&extra_1=auto	facebook_clone/www.facebook.com/ad_campaign/landing8031.php	(from https://www.facebook.com/login?_fb_noscript=1)
15:12:10	0/-1	---M--	302	error ('')			https://facebook.com/security/hsts-pixel.gif?c=3.2.5	facebook_clone/facebook.com/security/hsts-pixel.e88fa.delayed	(from https://www.facebook.com/login?_fb_noscript=1)
15:12:10	60205/60205	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:11%20GMT	https://www.facebook.com/	facebook_clone/www.facebook.com/index.html	(from https://www.facebook.com/login)
15:12:10	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:12%20GMT	https://www.facebook.com/ad_campaign/landing.php?placement=pflo&campaign_id=402047449186&nav_source=unknown&extra_1=auto	facebook_clone/www.facebook.com/ad_campaign/landing8031.php	(from https://www.facebook.com/login/web/)
15:12:11	0/-1	---M--	302	error ('')			https://facebook.com/security/hsts-pixel.gif?c=3.2.5	facebook_clone/facebook.com/security/hsts-pixel.1088fa.delayed	(from https://www.facebook.com/login/web/)
15:12:11	56695/56695	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:13%20GMT	https://www.facebook.com/login/web/kadNVS	facebook_clone/www.facebook.com/login/web/kadNVS	(from https://www.facebook.com/login/web/)
15:12:13	131000/131000	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:14%20GMT	https://www.facebook.com/login/identify/?ctx=recover%26ars=facebook_login%26from_login_screen=0	facebook_clone/www.facebook.com/login/identify/index09c1.html	(from https://www.facebook.com/recover/initiate/?ars=facebook_login&cancel_lara_pswd=0)
15:12:13	107982/107982	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:14%20GMT	https://www.facebook.com/r.php?locale=en_GB	facebook_clone/www.facebook.com/r6750.html	(from https://www.facebook.com/r.php?locale=en_GB&display=page)
15:12:14	881240/881240	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:15%20GMT	https://www.facebook.com/legal/terms/update	facebook_clone/www.facebook.com/legal/terms/update.html	(from https://www.facebook.com/r.php?locale=en_GB&display=page)
15:12:14	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:16%20GMT	https://www.facebook.com/about/privacy/update	facebook_clone/www.facebook.com/about/privacy/update	(from https://www.facebook.com/r.php?locale=en_GB&display=page)
15:12:15	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:17%20GMT	https://www.facebook.com/ad_campaign/landing.php?placement=pflo&campaign_id=402047449186&nav_source=unknown&extra_1=auto	facebook_clone/www.facebook.com/ad_campaign/landing8031.php	(from https://www.facebook.com/r.php?locale=en_GB&display=page)
15:12:16	0/-1	---M--	302	error ('')			https://facebook.com/security/hsts-pixel.gif?c=3.2.5	facebook_clone/facebook.com/security/hsts-pixel.1688fa.delayed	(from https://www.facebook.com/r.php?locale=en_GB&display=page)
15:12:16	61415/61415	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:18%20GMT	https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNzUyMjI2OTE3LCJjYWxsc2l0ZV9pZCI6MjY5NTQ4NDUzMDcyMDk1MX0%3D	facebook_clone/www.facebook.com/login/index89be.html	(from https://www.facebook.com/r.php?locale=en_GB&display=page)
15:12:16	1562816/1562816	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:17%20GMT	https://www.facebook.com/privacy/policy/?entry_point=data_policy_redirect&entry=0	facebook_clone/www.facebook.com/privacy/policy/index2fb6.html	(from https://www.facebook.com/r.php?locale=en_GB&display=page)
15:12:16	68782/68782	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:18%20GMT	https://www.facebook.com/pages/create/?ref_type=registration_form	facebook_clone/www.facebook.com/pages/create/indexf949.html	(from https://www.facebook.com/r.php?locale=en_GB&display=page)
15:12:17	107640/107640	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:18%20GMT	https://www.facebook.com/r.php	facebook_clone/www.facebook.com/r.html	(from https://www.facebook.com/reg/)
15:12:17	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:19%20GMT	https://www.facebook.com/ad_campaign/landing.php?placement=pflo&campaign_id=402047449186&nav_source=unknown&extra_1=auto	facebook_clone/www.facebook.com/ad_campaign/landing8031.php	(from https://www.facebook.com/reg/)
15:12:18	0/-1	---M--	302	error ('')			https://facebook.com/security/hsts-pixel.gif?c=3.2.5	facebook_clone/facebook.com/security/hsts-pixel.1988fa.delayed	(from https://www.facebook.com/reg/)
15:12:18	56281/56281	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:20%20GMT	https://www.facebook.com/reg/u_0_a_N	facebook_clone/www.facebook.com/reg/u_0_a_N	(from https://www.facebook.com/reg/)
15:12:18	61408/61408	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:20%20GMT	https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNzUyMjI2OTIwLCJjYWxsc2l0ZV9pZCI6MjY5NTQ4NDUzMDcyMDk1MX0%3D	facebook_clone/www.facebook.com/login/indexf050.html	(from https://www.facebook.com/reg/)
15:12:19	56306/56306	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:21%20GMT	https://www.facebook.com/reg/u_0_b_3	facebook_clone/www.facebook.com/reg/u_0_b_3	(from https://www.facebook.com/reg/)
15:12:20	56893/56893	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:22%20GMT	https://www.facebook.com/reg/__elem_9f5fac15_0_0_+	facebook_clone/www.facebook.com/reg/__elem_9f5fac15_0_0_+	(from https://www.facebook.com/reg/)
15:12:21	56253/56253	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:23%20GMT	https://www.facebook.com/reg/kadNVS	facebook_clone/www.facebook.com/reg/kadNVS	(from https://www.facebook.com/reg/)
15:12:22	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:24%20GMT	https://www.facebook.com/ad_campaign/landing.php?placement=pflo&campaign_id=402047449186&nav_source=unknown&extra_1=auto	facebook_clone/www.facebook.com/ad_campaign/landing8031.php	(from https://www.facebook.com/lite/)
15:12:23	0/-1	---M--	302	error ('')			https://facebook.com/security/hsts-pixel.gif?c=3.2.5	facebook_clone/facebook.com/security/hsts-pixel.1f88fa.delayed	(from https://www.facebook.com/lite/)
15:12:23	56556/56556	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:25%20GMT	https://www.facebook.com/lite/kadNVS	facebook_clone/www.facebook.com/lite/kadNVS	(from https://www.facebook.com/lite/)
15:12:25	1032/1032	---MCZ	200	added ('OK')	text/xml	date:Fri,%2011%20Jul%202025%2009:42:26%20GMT	https://www.facebook.com/osd.xml	facebook_clone/www.facebook.com/osd.xml	(from https://www.facebook.com/watch/)
15:12:25	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:25%20GMT	https://www.facebook.com/sideload/lite/download/?cs&uf&es&sc=rg&campaign_id=0&referrer_params%5Butm_campaign%5D=fblite_sideload_logged_out&referrer_params%5Butm_source%5D=organic_sideload_desktop&referrer_params%5Bis_desktop%5D=1	facebook_clone/www.facebook.com/sideload/lite/download/index44be.html	(from https://www.facebook.com/lite/)
15:12:25	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:25%20GMT	https://www.facebook.com/sideload/lite/googleplay/	facebook_clone/www.facebook.com/sideload/lite/googleplay/index.html	(from https://www.facebook.com/lite/)
15:12:25	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:27%20GMT	https://www.facebook.com/watch/theaustralian.com.au	facebook_clone/www.facebook.com/watch/theaustralian.com.au	(from https://www.facebook.com/watch/)
15:12:26	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:28%20GMT	https://www.facebook.com/watch/news.com.au	facebook_clone/www.facebook.com/watch/news.com.au	(from https://www.facebook.com/watch/)
15:12:27	645408/645408	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:28%20GMT	https://www.facebook.com/watch/TheAustralian.com.au/	facebook_clone/www.facebook.com/watch/TheAustralian.com.au/index.html	(from https://www.facebook.com/watch/)
15:12:27	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:29%20GMT	https://www.facebook.com/watch/kollosche.com.au	facebook_clone/www.facebook.com/watch/kollosche.com.au	(from https://www.facebook.com/watch/)
15:12:28	663716/663716	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:29%20GMT	https://www.facebook.com/watch/news.com.au/	facebook_clone/www.facebook.com/watch/news.com.au/index.html	(from https://www.facebook.com/watch/)
15:12:28	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:30%20GMT	https://www.facebook.com/watch/awstrack.me	facebook_clone/www.facebook.com/watch/awstrack.me	(from https://www.facebook.com/watch/)
15:12:29	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:31%20GMT	https://www.facebook.com/watch/aM3W7V	facebook_clone/www.facebook.com/watch/aM3W7V	(from https://www.facebook.com/watch/)
15:12:30	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:32%20GMT	https://www.facebook.com/watch/aM3W7V	facebook_clone/www.facebook.com/watch/aM3W7V	(from https://www.facebook.com/watch/)
15:12:31	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:33%20GMT	https://www.facebook.com/watch/aM3W7V	facebook_clone/www.facebook.com/watch/aM3W7V	(from https://www.facebook.com/watch/)
15:12:32	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:34%20GMT	https://www.facebook.com/watch/aM3W7V	facebook_clone/www.facebook.com/watch/aM3W7V	(from https://www.facebook.com/watch/)
15:12:33	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:35%20GMT	https://www.facebook.com/watch/aM3W7V	facebook_clone/www.facebook.com/watch/aM3W7V	(from https://www.facebook.com/watch/)
15:12:34	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:36%20GMT	https://www.facebook.com/watch/aM3W7V	facebook_clone/www.facebook.com/watch/aM3W7V	(from https://www.facebook.com/watch/)
15:12:35	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:37%20GMT	https://www.facebook.com/watch/aM3W7V	facebook_clone/www.facebook.com/watch/aM3W7V	(from https://www.facebook.com/watch/)
15:12:36	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:38%20GMT	https://www.facebook.com/watch/kollosche.com.au	facebook_clone/www.facebook.com/watch/kollosche.com.au	(from https://www.facebook.com/watch/)
15:12:37	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:39%20GMT	https://www.facebook.com/watch/awstrack.me	facebook_clone/www.facebook.com/watch/awstrack.me	(from https://www.facebook.com/watch/)
15:12:38	57150/57150	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:40%20GMT	https://www.facebook.com/privacy/policy/theaustralian.com.au	facebook_clone/www.facebook.com/privacy/policy/theaustralian.com.au	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:39	56726/56726	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:40%20GMT	https://www.facebook.com/search/top/?q=vote	facebook_clone/www.facebook.com/search/top/indexcb88.html	(from https://www.facebook.com/votinginformationcenter/?entry_point=c2l0ZQ%3D%3D)
15:12:39	56648/56648	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:41%20GMT	https://www.facebook.com/privacy/policy/news.com.au	facebook_clone/www.facebook.com/privacy/policy/news.com.au	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:40	56772/56772	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:42%20GMT	https://www.facebook.com/privacy/policy/kollosche.com.au	facebook_clone/www.facebook.com/privacy/policy/kollosche.com.au	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:41	56648/56648	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:43%20GMT	https://www.facebook.com/privacy/policy/awstrack.me	facebook_clone/www.facebook.com/privacy/policy/awstrack.me	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:42	5071/5071	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2021:06:53%20GMT	https://www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-34-Mobile.png	facebook_clone/www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-34-Mobile.png	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:43	3445/3445	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2022:27:19%20GMT	https://www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-41-Mobile.png	facebook_clone/www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-41-Mobile.png	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:44	4627/4627	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2021:06:53%20GMT	https://www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-44-Mobile.png	facebook_clone/www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-44-Mobile.png	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:45	11590/11590	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2022:37:09%20GMT	https://www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-42-Mobile.png	facebook_clone/www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-42-Mobile.png	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:46	51167/51167	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2021:17:43%20GMT	https://www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-71A-Mobile.png	facebook_clone/www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-71A-Mobile.png	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:47	5157/5157	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2021:17:43%20GMT	https://www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-52-Mobile.png	facebook_clone/www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-52-Mobile.png	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:48	39150/39150	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2022:59:13%20GMT	https://www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2022-CompanyBrand-56A-Mobile.png	facebook_clone/www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2022-CompanyBrand-56A-Mobile.png	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:49	98939/98939	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2021:17:43%20GMT	https://www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/PrivacyPolicy-LogoTree-Hero-16x7-WWW.png	facebook_clone/www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/PrivacyPolicy-LogoTree-Hero-16x7-WWW.png	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:50	7550/7550	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2022:26:45%20GMT	https://www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-57-Mobile.png	facebook_clone/www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/Privacy-2021-CompanyBrand-57-Mobile.png	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:51	58366/58366	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:42:53%20GMT	https://www.facebook.com/privacy/policy/'https://static.xx.fbcdn.net/rsrc.php/v4/yk/r/p3SAmc_wYZD.png'	facebook_clone/www.facebook.com/privacy/policy/'https_/static.xx.fbcdn.net/rsrc.php/v4/yk/r/p3SAmc_wYZD.png'	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:52	313262/313262	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:54%20GMT	https://www.facebook.com/privacy/center/search/	facebook_clone/www.facebook.com/privacy/center/search/index.html	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:52	556777/556777	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:54%20GMT	https://www.facebook.com/privacy/guide/	facebook_clone/www.facebook.com/privacy/guide/index.html	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:52	503579/503579	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:54%20GMT	https://www.facebook.com/privacy/resources/	facebook_clone/www.facebook.com/privacy/resources/index.html	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:54	1562757/1562757	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:54%20GMT	https://www.facebook.com/privacy/policy/?section_id=0-WhatIsThePrivacy	facebook_clone/www.facebook.com/privacy/policy/indexbf7a.html	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:54	1340425/1340425	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2022:59:14%20GMT	https://www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/PrivacyPolicy-Video-Thumbnail-Collect.png	facebook_clone/www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/PrivacyPolicy-Video-Thumbnail-Collect.png	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:55	1562732/1562732	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:42:56%20GMT	https://www.facebook.com/privacy/policy/?section_id=2-HowDoWeUse	facebook_clone/www.facebook.com/privacy/policy/index7170.html	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
15:12:56	584195/584195	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2020:42:06%20GMT	https://www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/PrivacyPolicy-Video-Thumbnail-Uses.png	facebook_clone/www.facebook.com/images/assets_DO_NOT_HARDCODE/company_brand_privacy_center_policy/PrivacyPolicy-Video-Thumbnail-Uses.png	(from https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer)
